millis,brake_active,aX,aY,aZ,tmp,gX,gY,gZ
277407,0,3364,-13452,9796,15.21,-2918,5769,-4385
277421,0,3712,-13640,9308,15.21,-3029,5884,-4450
277433,0,3680,-13736,9084,15.31,-3048,6038,-4493
277444,0,3688,-13892,8928,15.12,-3028,6200,-4589
277456,0,3372,-14028,8688,15.21,-3003,6424,-4726
277468,0,2996,-14312,8612,15.26,-3011,6623,-4941
277479,0,2596,-14424,8320,15.26,-2935,6771,-5172
277491,0,2460,-14744,8036,15.31,-2673,6783,-5416
277502,0,2308,-14984,7980,15.31,-2350,6659,-5633
277516,0,2144,-15092,8836,15.21,-2144,6402,-5734
277528,0,1992,-15212,8664,15.21,-2018,6052,-5805
277540,0,1896,-14520,9092,15.17,-1798,5699,-5736
277551,0,1776,-14216,9352,15.17,-1531,5316,-5679
277563,0,1988,-13932,9196,15.17,-1243,5058,-5567
277574,0,1956,-13568,9776,15.26,-1107,4818,-5506
277586,0,2080,-13456,10304,15.21,-1100,4629,-5435
277598,0,2332,-12956,10700,15.26,-1091,4553,-5366
277612,0,2784,-12980,11028,15.31,-1154,4565,-5174
277623,0,3008,-13000,11016,15.26,-1300,4609,-5035
277635,0,3360,-12992,10528,15.21,-1357,4598,-4803
277647,0,3436,-12752,10892,15.26,-1467,4473,-4523
277658,0,3312,-12624,10460,15.31,-1534,4253,-4256
277683,0,2384,-12496,10932,15.17,-1609,3724,-3846
277695,0,2316,-12388,11140,15.31,-1775,3352,-3732
277706,0,2492,-12088,10860,15.26,-1908,3149,-3664
277721,0,2560,-11924,10620,15.21,-1927,2953,-3539
277732,0,2692,-12168,10008,15.26,-1849,3033,-3502
277744,0,2984,-12732,9828,15.31,-1707,3122,-3398
277756,0,3224,-13200,9524,15.21,-1447,3024,-3282
277768,0,3556,-13780,9372,15.31,-1306,3033,-3116
277779,0,3592,-13876,8768,15.21,-1075,3052,-2876
277791,0,3492,-13836,9140,15.21,-785,2863,-2743
277803,0,3264,-13616,9372,15.21,-600,2682,-2552
277817,0,2828,-12476,10068,15.21,-532,2415,-2432
277829,0,2640,-12044,10248,15.17,-429,2176,-2389
277841,0,2716,-11404,9756,15.31,-262,2078,-2345
277852,0,3080,-11164,10120,15.26,-187,2116,-2277
277864,0,3124,-11156,10596,15.21,-218,2250,-2229
277876,0,3368,-11196,10920,15.17,-350,2470,-2091
277887,0,3688,-11380,11304,15.21,-423,2653,-2049
277899,0,4416,-12140,11380,15.31,-579,2894,-1937
277918,0,4700,-12604,10948,15.26,-821,3523,-1809
277930,0,4404,-13304,10172,15.21,-1038,4124,-1824
277942,0,4172,-13492,10044,15.26,-1299,4598,-1948
277953,0,4048,-13772,9764,15.31,-1382,4854,-1938
277965,0,4224,-14148,9232,15.17,-1387,4872,-1964
277977,0,4240,-14416,9188,15.17,-1224,4405,-1823
277989,0,4028,-14660,9368,15.21,-908,3848,-1646
278000,0,3524,-15012,9888,15.17,-730,3350,-1422
278014,0,3076,-14948,9176,15.35,-624,2839,-1393
278038,0,2316,-14104,7648,15.31,-152,2031,-1556
278050,0,2608,-13756,8392,15.26,85,1668,-1614
278062,0,3116,-14328,7932,15.31,324,1278,-1583
278074,0,3832,-14692,8548,15.21,581,682,-1441
278086,0,4468,-14984,9148,15.17,517,-64,-1263
278098,0,4384,-15048,8964,15.26,387,-559,-1009
278110,0,4328,-15048,8524,15.21,410,-967,-879
278124,0,4804,-14928,8560,15.21,403,-1364,-680
278136,0,4848,-14872,8004,15.26,436,-1676,-506
278148,0,4660,-15152,7648,15.21,598,-1881,-406
278159,0,5008,-15080,7060,15.17,868,-2145,-279
278171,0,5164,-14896,7332,15.26,1099,-2494,-85
278183,0,5216,-14620,7740,15.26,1276,-2928,115
278195,0,5324,-14528,7680,15.12,1465,-3111,344
278207,0,5520,-14092,7564,15.21,1490,-3352,596
278221,0,5496,-13212,7796,15.31,1329,-3828,835
278233,0,5572,-12796,7732,15.17,1179,-3997,1007
278244,0,5424,-12408,7352,15.17,1152,-4046,1153
278256,0,5284,-11860,9024,15.31,901,-4145,1300
278268,0,5144,-11360,9792,15.26,547,-4132,1372
278280,0,5324,-11132,8988,15.26,278,-3791,1420
278291,0,5320,-10940,9008,15.21,84,-3554,1518
278303,0,4628,-10504,10848,15.31,-213,-3522,1602
278317,0,4404,-9812,12336,15.31,-1040,-3552,1486
278329,0,4872,-9632,10776,15.17,-1647,-3211,1430
278341,0,4996,-9704,8408,15.31,-1745,-2985,1452
278353,0,5164,-10316,7556,15.21,-1581,-2932,1595
278364,0,5324,-10252,8288,15.17,-2080,-3238,1678
278376,0,5432,-10532,7728,15.31,-2432,-3604,1821
278400,0,4080,-10580,11856,15.31,-2848,-4201,2057
278412,0,4384,-10488,11984,15.26,-3235,-3928,2047
278426,0,5384,-10628,9352,15.31,-3126,-3248,2029
278438,0,5696,-10812,7944,15.21,-2540,-2861,2089
278450,0,6220,-11668,7944,15.31,-2115,-2431,2141
278462,0,6016,-12540,9704,15.26,-1914,-2221,2226
278473,0,5804,-12880,12668,15.17,-2368,-2373,2136
278485,0,6308,-13224,12552,15.26,-2993,-2010,2085
278497,0,6140,-13484,11128,15.26,-2975,-1318,2106
278509,0,5500,-14324,9840,15.31,-2153,-940,1920
278523,0,5596,-15204,9792,15.31,-1517,-427,1750
278535,0,6060,-16468,9256,15.17,-1198,-388,1617
278547,0,6284,-16564,9016,15.21,-769,-447,1469
278559,0,6312,-16460,9172,15.26,-295,-480,1482
278570,0,5912,-15800,10108,15.17,66,-497,1482
278582,0,5384,-15004,10296,15.21,206,-224,1377
278594,0,5436,-14460,9672,15.21,255,153,1297
278606,0,5596,-14092,8748,15.21,535,562,1243
278621,0,5548,-13964,7824,15.21,1000,1102,1274
278637,0,3820,-13232,10924,15.21,1082,756,1124
278653,0,3128,-11680,11788,15.21,383,-291,728
278670,0,3804,-11212,9252,15.17,505,-514,719
278686,0,4288,-11768,7668,15.21,1644,-194,1204
278702,0,3812,-12844,12616,15.26,2145,-488,1647
278718,0,4200,-13232,13544,15.12,1347,-1454,1291
278735,0,4156,-13484,11872,15.21,1459,-1328,1088
278758,0,4796,-10804,14356,15.17,540,-1464,1216
278769,0,5124,-10520,13784,15.21,165,-1305,1550
278781,0,4652,-11412,12648,15.21,16,-644,1866
278792,0,4224,-12204,11452,15.31,296,-339,2151
278816,0,4924,-14056,11464,15.26,-110,-178,2192
278827,0,5232,-13916,10760,15.21,-380,-764,2043
278838,0,5332,-14004,9916,15.21,-316,-458,2008
278850,0,4760,-14596,9272,15.21,-161,-182,1972
278863,0,4384,-15016,9708,15.21,-269,233,1860
278875,0,4636,-15016,9300,15.21,-345,276,1758
278886,0,4696,-14852,8924,15.21,-328,53,1672
278899,0,4664,-14148,8680,15.21,-454,-147,1646
278911,0,4584,-13420,8040,15.21,-439,-259,1593
278922,0,4572,-12352,7548,15.31,-453,-251,1491
278934,0,4532,-11720,7296,15.21,-496,-115,1462
278945,0,4484,-11032,6944,15.21,-508,128,1446
278959,0,4168,-10368,7148,15.21,-489,465,1447
278971,0,3884,-9644,7732,15.17,-692,520,1428
278983,0,3568,-8836,7780,15.17,-998,585,1344
278994,0,3028,-8012,8316,15.35,-1268,662,1154
279006,0,2644,-7560,8700,15.07,-1548,842,862
279017,0,2548,-7520,8912,15.26,-1793,1050,546
279029,0,2892,-8044,9548,15.12,-2267,1449,243
279041,0,3072,-8116,10864,15.12,-3002,1486,68
279055,0,3356,-8524,10928,15.26,-3682,1627,-112
279066,0,3156,-9524,9076,15.26,-4037,2201,-251
279078,0,2988,-10540,7396,15.26,-3973,2338,-422
279090,0,2760,-12288,8500,15.26,-3748,2078,-441
279101,0,3388,-14640,9212,15.26,-3548,1874,-436
279113,0,3632,-17536,8392,15.17,-3404,2024,-411
279125,0,3796,-20220,8852,15.17,-2928,1904,-493
279136,0,4052,-21492,9572,15.26,-2035,1974,-623
279162,0,4616,-21408,9656,15.26,-102,1911,-782
279174,0,4648,-19680,10576,15.26,768,1945,-958
279186,0,3392,-19176,10796,15.17,1006,1586,-1328
279197,0,2480,-16720,11476,15.17,1007,1475,-1713
279209,0,2000,-15268,11732,15.21,983,1220,-2030
279221,0,2096,-13364,12380,15.12,886,912,-2332
279232,0,2192,-12332,11588,15.31,686,832,-2439
279244,0,1984,-11212,11392,15.17,475,801,-2410
279258,0,2028,-10196,10844,15.21,157,734,-2446
279270,0,1812,-9380,11232,15.07,-144,695,-2496
279282,0,1924,-9020,11576,15.12,-453,850,-2515
279293,0,1860,-9296,12232,15.17,-667,1059,-2569
279305,0,2740,-9204,12348,15.21,-1016,1504,-2542
279317,0,3888,-9384,12232,15.26,-1346,1910,-2379
279328,0,4512,-9676,12504,15.21,-1726,2214,-2064
279340,0,4536,-10152,12080,15.21,-1981,2418,-1778
279354,0,4360,-10656,11112,15.31,-1630,2744,-1429
279366,0,3712,-11160,10672,15.17,-1160,2780,-1284
279377,0,2960,-11396,11128,15.17,-955,2711,-1253
279389,0,2676,-11556,10420,15.21,-897,2440,-1227
279401,0,2516,-11336,9196,15.12,-738,1984,-1281
279412,0,2216,-11196,8244,15.17,-360,1470,-1307
279424,0,1868,-11208,8584,15.17,-118,894,-1385
279436,0,1932,-11320,8688,15.12,-74,272,-1473
279450,0,1924,-11568,9308,15.12,-230,-611,-1543
279462,0,2068,-11464,9276,15.17,-509,-1197,-1715
279474,0,2216,-11476,8796,15.21,-662,-1592,-1941
279485,0,2664,-11352,9504,15.21,-601,-1708,-2158
279509,0,5500,-12476,10760,15.26,-433,-1581,-2252
279521,0,6696,-13820,10960,15.17,-555,-1162,-2051
279532,0,7668,-14928,10696,15.21,-691,-735,-1721
279544,0,7476,-16040,10228,15.35,-819,-391,-1387
279563,0,7240,-16892,8844,15.17,-986,-22,-609
279575,0,6636,-16992,8792,15.21,-953,-228,-138
279587,0,5872,-16788,8536,15.17,-938,-717,249
279598,0,5052,-16172,7912,15.21,-900,-1380,479
279610,0,4372,-15736,6748,15.21,-759,-2105,572
279622,0,4072,-14928,6564,15.21,-612,-2873,702
279634,0,4612,-14480,6868,15.12,-472,-3691,866
279645,0,4824,-13532,7844,15.21,-610,-4528,1036
279659,0,5368,-12748,8560,15.21,-764,-4993,1285
279671,0,5560,-12792,8420,15.21,-816,-4883,1554
279683,0,5152,-12440,8352,15.26,-699,-4545,1794
279695,0,4684,-11992,9120,15.21,-770,-4140,1992
279706,0,4776,-11636,9096,15.17,-1029,-3835,2112
279718,0,4588,-10856,9500,15.17,-1303,-3846,2171
279730,0,4036,-10380,10372,15.17,-1636,-4081,2157
279742,0,3904,-9872,10260,15.21,-1931,-4275,2097
279756,0,4256,-10020,9152,15.21,-1762,-4441,2049
279768,0,4112,-10052,9452,15.12,-1575,-4419,2065
279780,0,4100,-10628,10064,15.26,-1463,-4266,2127
279791,0,4340,-11176,10320,15.21,-1384,-4078,2122
279803,0,4664,-11708,10764,15.12,-1280,-3989,2110
279815,0,5072,-12076,11260,15.17,-1289,-3951,2143
279827,0,5408,-12740,11440,15.21,-1161,-3946,2129
279838,0,5712,-13620,11984,15.17,-995,-3696,2170
279865,0,5828,-15080,12388,15.21,-535,-2976,2354
279877,0,5684,-15720,12508,15.26,-299,-2613,2275
279889,0,5408,-15620,12068,15.21,-159,-2327,2089
279900,0,5132,-14864,11200,15.17,218,-2036,1822
279912,0,5100,-13920,10712,15.17,641,-1769,1474
279924,0,5004,-13204,11236,15.21,822,-1336,1242
279936,0,4912,-12396,12088,15.31,646,-818,1090
279948,0,4800,-11272,11884,15.26,352,-394,1029
279963,0,4228,-10576,11584,15.21,559,-152,1094
279975,0,4020,-10708,11004,15.21,1034,93,1226
279987,0,3704,-11508,10752,15.21,1363,454,1405
279999,0,3772,-12164,10140,15.21,1408,756,1645
280010,0,3920,-12488,10916,15.21,1058,614,1688
280022,0,3596,-12324,10684,15.21,526,364,1655
280034,0,3644,-12244,9856,15.26,94,3,1729
280046,0,3728,-11996,8984,15.17,-43,-218,1868
280061,0,3772,-12816,9296,15.21,-139,-556,2093
280073,0,3684,-13196,9460,15.21,-388,-895,2092
280085,0,3904,-14052,9352,15.21,-536,-892,1990
280097,0,4144,-14712,8440,15.21,-605,-689,1636
280109,0,4372,-15548,9460,15.12,-687,-254,1382
280121,0,4128,-15772,9284,15.07,-819,152,959
280133,0,4228,-15800,8544,15.21,-867,754,642
280145,0,4508,-15680,8804,15.26,-937,944,381
280159,0,4412,-14964,7968,15.26,-1025,901,168
280171,0,4224,-14200,7660,15.17,-1054,741,37
280183,0,3892,-13360,7548,15.21,-996,604,-123
280195,0,3540,-12976,7732,15.21,-973,651,-317
280207,0,3036,-12204,8460,15.17,-1080,709,-536
280231,0,1876,-11612,7972,15.31,-1103,1100,-1209
280243,0,1540,-11484,7468,15.21,-1252,1160,-1591
280255,0,1736,-10992,8096,15.12,-1351,1130,-2037
280269,0,1476,-10660,8032,15.21,-1400,953,-2484
280286,0,1764,-10652,9056,15.17,-1498,802,-3003
280302,0,2776,-11228,9892,15.21,-1464,1147,-3358
280319,0,2892,-12200,10696,15.26,-1280,1702,-3486
280335,0,2952,-13544,11368,15.26,-1006,2129,-3662
280351,0,2972,-14324,11208,15.21,-632,2189,-3841
280368,0,2996,-14488,11232,15.26,-88,2183,-4036
280384,0,3164,-14632,12076,15.26,230,1965,-4142
280407,0,3536,-14516,12220,15.12,917,1817,-4220
280419,0,3476,-14444,12504,15.26,1151,1849,-4145
280430,0,3412,-14196,12000,15.21,1249,1919,-4029
280442,0,3268,-13804,10936,15.26,1444,2182,-3922
280453,0,3324,-13508,10024,15.21,1575,2251,-3661
280464,0,2724,-12840,10112,15.26,1577,1883,-3468
280476,0,2720,-11856,10552,15.21,1023,1213,-3378
280487,0,3240,-10512,10128,15.12,541,509,-3277
280501,0,2148,-8640,11580,15.21,430,-46,-3323
280512,0,2304,-7668,11928,15.21,358,-140,-3523
280524,0,3260,-7068,10688,15.17,355,94,-3680
280537,0,3256,-7736,10408,15.26,790,278,-3788
280549,0,4468,-8240,10916,15.12,821,251,-3729
280560,0,5224,-9192,10692,15.21,496,333,-3534
280572,0,5440,-9980,9332,15.12,-177,554,-3378
280584,0,5392,-11052,8212,15.17,-660,670,-3284
280598,0,6152,-12540,8056,15.17,-815,328,-3074
280610,0,6900,-13488,8632,15.12,-908,161,-2942
280621,0,8092,-14508,9368,15.21,-1023,-178,-2723
280646,0,8412,-16364,9052,15.21,-830,-865,-1946
280658,0,8948,-16708,9640,15.31,-644,-926,-1342
280669,0,8372,-16780,9336,15.17,-517,-1020,-809
280681,0,7428,-16064,9592,15.17,-413,-1008,-379
280692,0,7076,-15324,9160,15.17,-544,-925,-159
280706,0,6480,-14284,9656,15.21,-668,-886,17
280718,0,5848,-13236,10904,15.26,-970,-1062,47
280730,0,5928,-12584,10456,15.26,-1486,-1081,36
280742,0,6204,-12024,8976,15.21,-1636,-834,95
280754,0,6336,-11752,9208,15.21,-1458,-645,235
280765,0,6672,-11640,9996,15.26,-1519,-632,442
280777,0,6472,-11516,10356,15.21,-1668,-523,663
280789,0,5936,-11096,10752,15.12,-1902,-410,937
280803,0,5568,-10968,10328,15.26,-2308,-363,1241
280814,0,4704,-10640,9884,15.26,-2261,-253,1481
280826,0,4240,-10324,9244,15.21,-1933,-508,1586
280838,0,3804,-10460,9936,15.17,-1924,-803,1723
280849,0,4184,-10504,10708,15.17,-1797,-1312,1874
280861,0,4156,-10968,10820,15.21,-1358,-1657,2040
280872,0,4348,-11852,10984,15.21,-1112,-1803,2205
280884,0,4420,-12316,11936,15.17,-941,-1844,2283
280898,0,4756,-12852,12152,15.21,-943,-1767,2253
280910,0,5132,-12980,11488,15.17,-723,-1538,2275
280922,0,5148,-12992,11060,15.12,-243,-1284,2272
280933,0,4976,-13276,11404,15.17,233,-1094,2163
280945,0,4728,-13232,12128,15.12,831,-892,2198
280957,0,4960,-13200,11152,15.21,997,-642,1975
280969,0,4736,-12892,11080,15.17,1307,-331,1800
280992,0,4552,-11276,11984,15.12,1160,39,1474
281006,0,4684,-10872,13092,15.12,1172,707,1367
281018,0,5108,-11200,12560,15.26,1221,1634,1584
281030,0,5088,-11236,12132,15.21,800,2336,1753
281041,0,4620,-11440,11572,15.17,76,2740,1932
281053,0,4160,-11088,10592,15.17,-761,2720,2062
281065,0,3716,-11020,9564,15.21,-1485,2261,2044
281077,0,3228,-11320,8816,15.17,-2068,1721,1964
281088,0,2084,-12368,8452,15.17,-2346,1470,1828
281103,0,2368,-13760,8356,15.21,-2527,1106,1407
281114,0,3708,-14876,7612,15.21,-2453,1191,1150
281126,0,3720,-15564,8116,15.12,-2186,1229,1104
281138,0,3836,-15640,8116,15.12,-1863,1300,853
281150,0,3112,-15404,7740,15.17,-1522,1412,564
281162,0,2812,-14664,8112,15.21,-1351,1347,226
281173,0,2788,-13584,8384,15.17,-1235,1162,-115
281185,0,2632,-12664,8624,15.21,-1360,984,-513
281219,0,3308,-10932,10260,15.21,-1935,839,-1300
281231,0,3248,-11552,10404,15.17,-2024,1554,-1405
281243,0,3260,-12680,8776,15.12,-1966,1800,-1450
281254,0,3104,-12932,10436,15.21,-2323,1726,-1502
281266,0,2896,-13068,11504,15.12,-2452,1215,-1651
281278,0,2496,-13208,11812,15.26,-2546,699,-1852
281289,0,2516,-13400,10572,15.21,-2387,475,-2126
281301,0,2056,-13192,9940,15.12,-2002,545,-2386
281315,0,2288,-12512,10860,15.21,-1698,383,-2731
281327,0,2904,-11976,10892,15.21,-1391,373,-2985
281352,0,3932,-12236,11644,15.21,-763,827,-3200
281364,0,4568,-12388,12192,15.12,-855,1320,-3151
281375,0,4960,-13040,7920,15.17,-1371,1727,-2811
281387,0,5560,-12660,12144,15.17,-935,2564,-2335
281399,0,5032,-13104,10556,15.12,-341,2953,-1904
281411,0,4228,-12892,10740,15.12,-181,2892,-1627
281425,0,3048,-11980,10904,15.21,90,2722,-1485
281437,0,2544,-11320,9144,15.12,610,2551,-1446
281448,0,2016,-10400,9380,15.17,1217,2298,-1438
281460,0,1780,-9524,11056,15.21,1613,1618,-1501
281472,0,2172,-9856,11372,15.21,1561,989,-1616
281484,0,2876,-10100,10744,15.26,1470,527,-1604
281495,0,3364,-10780,11268,15.26,1220,155,-1681
281507,0,4072,-11656,10924,15.12,646,57,-1708
281521,0,4800,-11712,11148,15.17,-270,-306,-1827
281533,0,6048,-11872,10780,15.21,-682,-528,-1740
281545,0,6528,-12572,9392,15.21,-659,-331,-1496
281557,0,7224,-13372,9464,15.17,-557,-462,-1027
281569,0,7108,-14260,10408,15.17,-567,-715,-604
281580,0,7052,-15012,9860,15.17,-993,-989,-140
281592,0,6752,-15108,9288,15.21,-1126,-1346,421
281604,0,6540,-14556,9524,15.17,-1061,-1913,946
281618,0,6396,-13900,10124,15.12,-1178,-2405,1582
281630,0,6176,-13184,10524,15.21,-1186,-2606,2083
281642,0,5936,-13012,10512,15.17,-1227,-2759,2445
281653,0,5524,-12888,10608,15.21,-1475,-2844,2626
281665,0,5168,-12236,10804,15.12,-1833,-3176,2661
281677,0,4692,-12048,10408,15.12,-2096,-3474,2585
281689,0,4808,-12084,9576,15.17,-2100,-3307,2613
281712,0,4596,-11264,11448,15.12,-2017,-3147,2789
281727,0,4392,-11084,11284,15.21,-2211,-3229,2851
281739,0,4000,-11000,10896,15.21,-2044,-3274,2907
281750,0,4176,-11196,11312,15.17,-1849,-3516,2945
281762,0,4544,-11532,10912,15.12,-1603,-3675,3000
281774,0,5056,-11688,11580,15.17,-1328,-3579,3118
281786,0,5280,-12292,12004,15.17,-1058,-3312,3286
281798,0,5096,-12504,12228,15.07,-878,-3103,3407
281810,0,4876,-12484,11960,15.26,-647,-2812,3374
281824,0,4620,-12264,11936,15.12,-474,-2331,3119
281836,0,4600,-12292,10544,15.17,-504,-1562,2901
281848,0,4100,-11684,9244,15.12,-343,-840,2622
281860,0,3272,-10600,9728,15.21,-183,-420,2333
281872,0,2960,-9964,10100,15.02,-217,-266,1971
281884,0,2640,-9208,11116,15.12,-266,-175,1668
281896,0,2400,-9224,11400,15.12,-199,90,1469
281908,0,2396,-9944,10928,15.21,-33,813,1380
281923,0,2428,-10928,11036,15.21,-223,1464,1217
281939,0,2836,-12692,11460,15.12,-876,1815,1063
281955,0,3792,-13856,8888,15.07,-1220,1786,972
281972,0,4184,-14488,8576,15.21,-1282,1097,972
281988,0,3344,-14928,8792,15.21,-1219,505,904
282005,0,3208,-15904,8668,15.12,-905,339,692
282021,0,2516,-15552,9372,15.12,-655,586,267
282037,0,2156,-15480,9432,15.12,-462,764,-339
282061,0,2188,-12504,9516,15.21,-1050,640,-1451
282072,0,2672,-11716,10176,15.17,-1403,346,-1944
282083,0,2836,-11000,10108,15.12,-1750,297,-2284
282095,0,3392,-10928,10340,15.12,-1867,403,-2486
282106,0,3492,-11560,10352,15.17,-1923,658,-2611
282131,0,2984,-12396,9756,15.12,-2235,737,-2693
282142,0,2768,-12384,10176,15.12,-1932,667,-2682
282153,0,2436,-12588,10040,15.21,-1528,609,-2771
282167,0,2072,-12692,11768,15.17,-1418,523,-3065
282179,0,2696,-12536,11860,15.21,-1358,754,-3301
282190,0,3480,-12716,12212,15.12,-1013,1213,-3504
282202,0,4808,-13224,12252,15.26,-796,1933,-3650
282214,0,5328,-13112,12116,15.17,-668,2721,-3599
282225,0,5632,-12852,12072,15.21,-632,3126,-3376
282237,0,5256,-12208,11400,15.21,-629,3346,-3042
282249,0,4436,-11200,11004,15.12,-550,3464,-2671
282263,0,3724,-10532,10432,15.17,-275,3456,-2410
282274,0,3236,-10200,10312,15.12,-215,3375,-2274
282286,0,2724,-9812,10628,15.12,-202,3150,-2132
282298,0,2428,-9748,11028,15.21,-121,2790,-2053
282309,0,2752,-10208,10892,15.17,60,2433,-2053
282321,0,3164,-11004,10564,15.17,198,2208,-2150
282332,0,3532,-11976,10272,15.21,121,1972,-2175
282344,0,4140,-12596,9828,15.12,-69,1581,-2151
282358,0,4864,-13004,8520,15.17,-479,914,-1858
282370,0,5000,-12872,9268,15.21,-610,259,-1646
282381,0,5572,-13348,9832,15.12,-889,-418,-1456
282393,0,5744,-13684,9440,15.17,-1103,-929,-1184
282405,0,5820,-14488,9060,15.17,-1088,-1102,-979
282416,0,5948,-14684,9200,15.21,-1125,-963,-654
282428,0,6304,-14460,8768,15.12,-1206,-826,-308
282440,0,6660,-14188,8892,15.12,-1184,-744,175
282454,0,6464,-13900,9664,15.07,-1229,-894,782
282477,0,5672,-13056,9716,15.12,-1229,-954,1766
282489,0,5016,-12768,10900,15.07,-1203,-1126,2121
282501,0,4944,-13392,10812,15.21,-1280,-1295,2297
282512,0,4756,-13920,10308,15.17,-1347,-1468,2296
282524,0,4644,-14080,10988,15.21,-1530,-1825,2232
282536,0,4848,-14228,9916,15.12,-1399,-1913,2164
282547,0,4768,-13852,10596,15.21,-1132,-2122,2163
282562,0,4772,-12660,11760,15.21,-1038,-2466,2253
282573,0,4664,-12048,11988,15.12,-1027,-2263,2259
282585,0,4260,-11056,11476,15.26,-884,-2245,2293
282597,0,3384,-10784,12060,15.17,-624,-2078,2272
282609,0,3984,-10252,11476,15.12,-412,-1909,2361
282621,0,3908,-10040,12048,15.12,-285,-2053,2329
282632,0,3924,-9916,12984,15.21,-618,-2222,2260
282644,0,3784,-9356,12904,15.17,-631,-2144,2163
282658,0,4128,-10076,10948,15.12,-157,-1467,2097
282670,0,3944,-10348,10724,15.26,-202,-920,2158
282682,0,3528,-10308,10640,15.21,-230,-555,2123
282693,0,3168,-10464,9904,15.21,-152,-301,2022
282705,0,2692,-10152,10112,15.12,43,-193,2006
282717,0,2324,-10204,10708,15.12,124,-69,1850
282729,0,2320,-10164,10348,15.21,-95,-78,1741
282740,0,2144,-10080,9480,15.07,-17,252,1745
282754,0,2428,-10752,9188,15.17,77,444,1725
282766,0,2296,-11328,9764,15.12,-203,394,1768
282778,0,2528,-12136,9504,15.17,-560,103,1834
282790,0,2756,-13704,8988,15.17,-583,-208,1801
282802,0,3072,-15088,9508,15.12,-566,-544,1654
282826,0,3692,-16920,9964,15.12,-683,-765,1215
282837,0,3836,-16644,9748,15.12,-683,-920,819
282849,0,3628,-16552,9524,15.21,-736,-916,436
282868,0,3384,-14332,10736,15.17,-683,-1177,-303
282880,0,3332,-14220,10276,15.12,-682,-997,-729
282892,0,3160,-13772,10528,15.17,-751,-573,-1105
282903,0,3624,-13112,10900,15.12,-1005,-486,-1398
282915,0,3728,-13032,10496,15.12,-1204,-456,-1549
282927,0,3576,-12604,9796,15.17,-1042,-234,-1621
282938,0,3380,-12472,8872,15.12,-620,-341,-1598
282950,0,3440,-11996,10304,15.17,-378,-448,-1644
282964,0,3444,-12040,10860,15.17,-144,-532,-1656
282976,0,3260,-12148,11028,15.07,61,-496,-1620
282988,0,3220,-12032,10856,15.12,276,-329,-1695
283000,0,3476,-11804,11112,15.12,561,-200,-1789
283012,0,3620,-11804,11616,15.17,537,136,-1968
283024,0,3556,-11140,12272,15.12,391,499,-2123
283036,0,3492,-10552,12380,15.12,84,1002,-2212
283047,0,3752,-9648,11420,15.17,-121,1370,-2208
283062,0,3904,-9300,10332,15.21,123,1468,-2237
283073,0,3840,-9132,10420,15.26,151,1564,-2158
283085,0,3452,-8964,10512,15.17,178,1632,-2070
283097,0,3008,-8560,10948,15.12,190,1636,-2039
283109,0,3496,-8464,10612,15.21,144,1457,-1966
283121,0,3644,-9112,12600,15.21,37,998,-2058
283132,0,3556,-9936,12620,15.17,-469,821,-2154
283144,0,3696,-10664,11760,15.07,-942,259,-2237
283159,0,4548,-12244,11080,15.12,-1571,-483,-2390
283182,0,4536,-13544,11044,15.21,-2436,-1258,-2486
283194,0,5752,-14540,9808,15.21,-2669,-1187,-2296
283206,0,6068,-15152,8928,15.12,-2636,-989,-1976
283218,0,6784,-15392,8900,15.12,-2509,-1013,-1603
283230,0,7212,-15404,9336,15.07,-2315,-1275,-1118
283241,0,7768,-15528,8708,15.17,-1971,-1307,-433
283253,0,6700,-14976,9864,15.17,-1851,-1385,186
283268,0,5952,-14772,10620,15.12,-1815,-1503,779
283279,0,5600,-14596,10036,15.17,-1968,-1689,1131
283291,0,5340,-13668,9172,15.07,-1830,-1961,1365
283303,0,4364,-12576,9732,15.17,-1712,-2452,1419
283315,0,3680,-12212,11080,15.12,-1920,-3179,1204
283326,0,4148,-12172,10232,15.17,-1914,-3482,1061
283338,0,4204,-12044,10244,15.12,-1484,-3408,1091
283350,0,4816,-12164,11060,15.17,-960,-2977,1145
283364,0,4596,-12112,11344,15.12,-588,-2421,1280
283376,0,4388,-12260,11628,15.17,-412,-2279,1390
283388,0,4552,-12116,11372,15.12,-308,-2096,1587
283400,0,4992,-11752,10336,15.17,33,-2026,1748
283412,0,5212,-11436,11272,15.12,68,-2076,1799
283424,0,5148,-10936,10304,15.21,-295,-1768,1853
283435,0,5184,-10748,8892,15.12,-225,-1150,1865
283447,0,4524,-10600,9892,15.21,-244,-819,1700
283461,0,3948,-10500,10620,15.26,-137,-155,1423
283473,0,3720,-10576,10704,15.17,-356,585,1314
283485,0,3048,-9540,10284,15.07,-437,678,1243
283497,0,2356,-9680,12396,15.12,-172,469,1218
283509,0,2392,-10672,12156,15.07,-241,918,1151
283521,0,1696,-11220,11548,15.12,-317,1330,988
283545,0,3052,-13344,10212,15.12,-943,1591,493
283557,0,3904,-13676,9332,15.17,-1048,1518,162
283571,0,4140,-14312,9156,15.07,-1326,1382,17
283588,0,3396,-14452,9808,15.21,-1470,1328,-216
283604,0,4232,-15976,8388,15.17,-1276,1344,-365
283621,0,2996,-15128,7712,15.12,-706,1472,-591
283637,0,2504,-15024,9648,15.26,-414,892,-1068
283684,0,3508,-13304,11308,15.17,-793,745,-2633
